loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy,pd_raw,pd_calibrated,stage,ecl_horizon_m,pd_lifetime,pd_for_ecl,ecl
UKSME-102662,2021-10-31,Healthcare,East of England,11.3,252591.0,3,0.0315,13.34,1.07,137529.0,60,0,0.0,796,15,0,0.504,125098.0,5.25,4.3,0.6,0.22547286657173096,0.2281081478098541,Stage 2,60,0.7259799864301759,0.7259799864301759,51482.02018662238
UKSME-102663,2024-04-13,Transport,East of England,6.6,1297188.0,9,0.0904,1.29,11.05,14312.0,60,1,1.002,601,0,0,0.241,12582.0,5.25,4.3,0.6,0.0809151174718125,0.08186083699095544,Stage 1,12,0.08186083699095548,0.08186083699095544,284.58824882171325
UKSME-102664,2024-04-06,Wholesale,South East,2.4,1837803.0,19,0.1228,1.97,7.25,11294.0,60,1,0.605,768,0,0,0.195,10746.0,5.25,4.3,0.6,0.10231130323803492,0.10350709704671188,Stage 1,12,0.1035070970467119,0.10350709704671188,248.67128308747465
UKSME-102665,2022-09-25,Technology,Northern Ireland,9.8,570349.0,3,0.1444,1.43,9.96,111794.0,12,1,0.436,772,65,1,0.262,100857.0,5.25,4.3,0.6,0.16329052239410835,0.1651990289766138,Stage 3,12,0.16519902897661376,0.16519902897661376,5004.824885900585
UKSME-102666,2023-03-15,Transport,South West,13.2,700527.0,8,0.1231,2.81,5.08,142341.0,120,1,0.636,644,0,0,0.115,115179.0,5.25,4.3,0.6,0.1506296693089231,0.15239019840260104,Stage 2,60,0.5624981932870226,0.5624981932870226,8542.133114548786
UKSME-102667,2022-10-22,Real Estate,South West,4.9,215526.0,1,0.1392,4.83,2.96,59725.0,120,1,0.796,754,0,0,0.241,59462.0,5.25,4.3,0.6,0.16046569537128016,0.16234118594717076,Stage 2,60,0.5875837081719122,0.5875837081719122,9653.84585127039
UKSME-102668,2022-10-15,Hospitality,East of England,10.8,2442404.0,15,0.1819,1.52,9.43,173439.0,36,1,1.003,632,0,0,0.273,151494.0,5.25,4.3,0.6,0.09677873632986894,0.09790986661608558,Stage 1,12,0.09790986661608558,0.09790986661608558,4642.571465106634
UKSME-102669,2023-03-23,Healthcare,Yorkshire,28.6,431410.0,2,0.067,2.26,6.31,34967.0,120,1,0.605,659,0,0,0.457,26516.0,5.25,4.3,0.6,0.09354065150595599,0.09463393571200496,Stage 1,12,0.09463393571200496,0.09463393571200496,1314.756031198663
UKSME-102670,2023-12-31,Technology,East of England,14.2,2691467.0,17,0.0928,1.34,10.65,12768.0,36,0,0.0,698,0,0,0.837,10169.0,5.25,4.3,0.6,0.074860749538136,0.07573570683002337,Stage 1,12,0.0757357068300234,0.07573570683002337,737.8294728270885
UKSME-102671,2024-01-25,Technology,South West,8.5,302115.0,1,0.1395,1.92,7.43,55195.0,48,1,0.881,687,0,0,0.219,50831.0,5.25,4.3,0.6,0.09662080919495405,0.09775009366077572,Stage 1,12,0.0977500936607757,0.09775009366077572,1247.5673771020013
UKSME-102672,2023-04-08,Healthcare,North West,9.5,732574.0,7,0.1237,2.04,7.01,13339.0,72,1,0.472,809,0,0,0.491,10399.0,5.25,4.3,0.6,0.08188932908584677,0.08284643499319447,Stage 1,12,0.08284643499319444,0.08284643499319447,484.9767895039427
UKSME-102673,2024-05-05,Wholesale,West Midlands,9.9,2082604.0,25,0.1098,1.61,8.88,64051.0,48,1,0.647,685,0,0,0.28,54480.0,5.25,4.3,0.6,0.09024427350288895,0.09129903030988842,Stage 1,12,0.0912990303098884,0.09129903030988842,1596.7442254051793
UKSME-102674,2021-06-23,Technology,Yorkshire,10.5,1598264.0,11,-0.0413,454.5,-2.07,193522.0,24,0,0.0,641,0,0,0.583,155547.0,5.25,4.3,0.6,0.40793401148211395,0.41270186165937295,Stage 2,24,0.6550808967016337,0.6550808967016337,68108.1663418623
UKSME-102675,2021-10-16,Technology,West Midlands,12.3,635906.0,3,0.1164,3.71,3.85,17494.0,48,1,0.798,660,0,0,0.05,15307.0,5.25,4.3,0.6,0.14321032387647378,0.1448841371621054,Stage 1,12,0.14488413716210546,0.1448841371621054,127.13203077325042
UKSME-102676,2024-05-20,Wholesale,South East,4.3,2354907.0,16,0.1689,1.76,8.12,28109.0,36,0,0.0,673,35,1,0.5,21268.0,5.25,4.3,0.6,0.1934504424890167,0.19571145211447308,Stage 3,36,0.4797217692432272,0.4797217692432272,5848.7107237228865
UKSME-102677,2022-07-25,Hospitality,North West,23.8,1152685.0,7,0.1399,2.65,5.38,106869.0,48,1,0.408,556,0,0,0.194,83741.0,5.25,4.3,0.6,0.15440967915168075,0.15621438823548345,Stage 2,48,0.49309279745617607,0.49309279745617607,9184.226604638334
UKSME-102678,2021-04-18,Technology,North East,4.2,3070689.0,29,0.1147,2.72,5.26,114683.0,60,0,0.0,594,0,0,0.76,111170.0,5.25,4.3,0.6,0.17420838558695528,0.17624449794513553,Stage 2,60,0.6206923150248713,0.6206923150248713,60124.520423990165
UKSME-102679,2021-03-07,Retail,Scotland,3.0,1938962.0,11,0.2133,3.2,4.47,227012.0,60,0,0.0,687,0,0,0.794,177834.0,5.25,4.3,0.6,0.19692329990197557,0.19922489958211215,Stage 2,60,0.6707295153654956,0.6707295153654956,108581.73490086789
UKSME-102680,2023-08-23,Professional Services,North East,6.5,1874576.0,11,0.079,4.04,3.54,54793.0,84,1,0.553,823,0,0,0.173,46145.0,5.25,4.3,0.6,0.12973558502533905,0.13125190829000752,Stage 1,12,0.13125190829000755,0.13125190829000752,1201.2971283440152
UKSME-102681,2022-08-26,Technology,South East,3.1,1628393.0,12,0.0215,12.78,1.12,402350.0,120,0,0.0,665,0,0,0.752,321759.0,5.25,4.3,0.6,0.2627032080756808,0.2657736300114234,Stage 2,60,0.786621876553856,0.786621876553856,208010.90691036143
UKSME-102682,2021-02-13,Real Estate,Yorkshire,4.9,489599.0,5,0.057,4.8,2.98,172082.0,36,1,0.448,680,0,1,0.349,129452.0,5.25,4.3,0.6,0.18098100688412408,0.18309627626952765,Stage 3,36,0.45485425433489124,0.45485425433489124,23560.283483255917
UKSME-102683,2021-11-16,Hospitality,Scotland,4.9,137048.0,1,0.0525,13.46,1.06,65440.0,60,1,0.899,662,0,0,0.272,49960.0,5.25,4.3,0.6,0.23308629237377593,0.2358105577920314,Stage 2,60,0.7393815445528108,0.7393815445528108,11225.563936448652
UKSME-102684,2023-10-05,Technology,London,3.0,140459.0,1,0.0327,16.35,0.87,34856.0,24,0,0.0,742,5,1,0.504,33033.0,5.25,4.3,0.6,0.23641397798075345,0.23917713671499757,Stage 3,24,0.4211485707028104,0.4211485707028104,8038.739290102283
UKSME-102685,2022-03-26,Retail,West Midlands,12.2,2516891.0,18,0.1406,3.3,4.33,26176.0,72,0,0.0,713,0,0,0.902,24329.0,5.25,4.3,0.6,0.1725555592517173,0.17457235371015487,Stage 2,60,0.6168268637404788,0.6168268637404788,15070.904742163526
UKSME-102686,2022-10-07,Real Estate,Wales,9.9,2096908.0,29,0.0986,4.07,3.51,7799.0,72,0,0.0,808,0,1,0.726,6717.0,5.25,4.3,0.6,0.15644358869224773,0.15827206969918156,Stage 3,60,0.5774688894963411,0.5774688894963411,3228.602807793978
UKSME-102687,2021-02-10,Retail,East Midlands,11.4,2388666.0,16,0.0695,3.83,3.73,62751.0,60,1,0.607,737,5,0,0.295,61114.0,5.25,4.3,0.6,0.1651979133609238,0.16712871314307245,Stage 2,60,0.5992353099080702,0.5992353099080702,12386.08856715968
UKSME-102688,2023-04-22,Real Estate,Scotland,6.2,2210368.0,12,0.0525,2.47,5.79,124116.0,24,1,0.424,583,0,0,0.187,97772.0,5.25,4.3,0.6,0.14945916878724852,0.15120601730768995,Stage 2,24,0.2795487749453264,0.2795487749453264,5859.866987263126
UKSME-102689,2022-06-14,Transport,East of England,4.9,706440.0,3,0.054,13.74,1.04,68141.0,12,1,1.146,608,35,0,0.291,52280.0,5.25,4.3,0.6,0.34453284644798443,0.34855967663809373,Stage 2,12,0.34855967663809373,0.34855967663809373,6079.666699898431
UKSME-102690,2022-07-01,Healthcare,West Midlands,6.6,2925724.0,25,-0.0398,355.47,-4.67,90791.0,24,1,0.615,670,15,0,0.289,85865.0,5.25,4.3,0.6,0.45169311490768127,0.45697241263074867,Stage 2,24,0.7051210393559301,0.7051210393559301,19894.01514253149
UKSME-102691,2022-12-04,Real Estate,East Midlands,15.6,3228668.0,32,0.1031,6.19,2.31,110509.0,48,0,0.0,796,0,0,0.666,83449.0,5.25,4.3,0.6,0.17520240278005328,0.17725013301003856,Stage 2,48,0.5417829098901978,0.5417829098901978,34521.90287891188
UKSME-102692,2024-05-28,Hospitality,Wales,4.5,494019.0,4,0.062,7.01,2.04,82094.0,48,1,0.924,505,0,1,0.371,64458.0,5.25,4.3,0.6,0.25432263818983036,0.25729510972062725,Stage 3,48,0.695725796666284,0.695725796666284,19011.777747371096
UKSME-102693,2023-10-29,Healthcare,London,9.5,2554730.0,27,0.1352,2.58,5.55,86403.0,60,0,0.0,670,0,0,0.609,72500.0,5.25,4.3,0.6,0.13746628406603778,0.13907296217672072,Stage 1,12,0.13907296217672072,0.13907296217672072,7039.990340515034
UKSME-102694,2021-03-30,Professional Services,Scotland,2.7,1346552.0,11,0.15,1.25,11.42,52587.0,84,0,0.0,655,0,0,0.95,41935.0,5.25,4.3,0.6,0.08233937413740923,0.08330174008024913,Stage 1,12,0.08330174008024915,0.08330174008024913,3627.4869269851897
UKSME-102695,2021-03-16,Professional Services,West Midlands,7.5,7024533.0,90,0.0756,7.51,1.9,12838.0,48,1,0.361,804,0,0,0.389,11700.0,5.25,4.3,0.6,0.15647957773273535,0.1583084793722917,Stage 2,48,0.49810622620714184,0.49810622620714184,2599.1508894013714
UKSME-102696,2023-04-05,Transport,East Midlands,13.7,444202.0,4,0.0623,3.84,3.72,149149.0,36,1,0.396,770,0,0,0.198,129461.0,5.25,4.3,0.6,0.14645326899541686,0.14816498516736096,Stage 1,12,0.14816498516736099,0.14816498516736096,4354.3545529686535
UKSME-102697,2021-01-17,Manufacturing,East Midlands,1.8,2940418.0,20,0.1864,2.23,6.4,103107.0,48,0,0.0,729,0,0,0.503,97298.0,5.25,4.3,0.6,0.13314097226285726,0.13469709700444854,Stage 1,12,0.13469709700444854,0.13469709700444854,7557.953111379691
UKSME-102698,2021-07-05,Transport,South East,4.5,1052037.0,7,0.1201,0.08,126.39,51301.0,36,1,0.672,721,15,0,0.516,44643.0,5.25,4.3,0.6,6.195958523470622e-08,0.001,Stage 1,12,0.0010000000000000009,0.001,26.410530942
UKSME-102699,2022-08-02,Healthcare,Scotland,14.0,3442690.0,28,0.0066,20.7,0.69,22820.0,60,0,0.0,723,0,0,0.636,18183.0,5.25,4.3,0.6,0.20410596211596235,0.20649151129858273,Stage 2,60,0.6854006034099847,0.6854006034099847,9087.432455460828
UKSME-102700,2023-07-05,Retail,South East,5.0,3516681.0,22,0.0865,1.49,9.56,111936.0,60,1,0.932,703,0,0,0.27,89555.0,5.25,4.3,0.6,0.08918004782755602,0.0902223661802174,Stage 1,12,0.0902223661802174,0.0902223661802174,2501.1623015320492
UKSME-102701,2023-01-16,Wholesale,North West,3.2,1824718.0,12,0.0784,10.06,1.42,22923.0,48,1,0.45,545,0,0,0.05,19525.0,5.25,4.3,0.6,0.2502503660652091,0.2531752417034726,Stage 2,48,0.6889180390232639,0.6889180390232639,771.085724111343
UKSME-102702,2021-12-20,Construction,London,6.0,452560.0,3,0.0978,4.42,3.23,119963.0,36,1,0.137,740,0,0,0.436,106404.0,5.25,4.3,0.6,0.1674457955544263,0.1694028681287744,Stage 2,36,0.4269780194983064,0.4269780194983064,22710.36014003137
UKSME-102703,2023-04-07,Transport,South East,12.9,1617631.0,17,0.1455,1.64,8.72,169694.0,36,0,0.0,583,0,1,0.524,157835.0,5.25,4.3,0.6,0.12781739267348707,0.12931129649410977,Stage 3,36,0.3399319226668397,0.3399319226668397,32232.991325213206
UKSME-102704,2022-12-14,Construction,London,8.0,94511.0,1,0.0611,0.28,5.77,29045.0,36,0,0.0,643,0,0,0.842,23778.0,5.25,4.3,0.6,0.1574477475713695,0.15928796498408235,Stage 2,36,0.40578748629277117,0.40578748629277117,9278.13632901281
UKSME-102705,2023-05-26,Real Estate,South West,8.9,1911451.0,21,0.0435,4.86,2.94,51298.0,72,1,0.768,619,0,0,0.27,42351.0,5.25,4.3,0.6,0.1824687679082292,0.1846014259434213,Stage 2,60,0.639546092228165,0.639546092228165,8384.426120740438
UKSME-102706,2024-03-12,Retail,South West,13.4,1144795.0,11,0.1519,0.45,31.96,26095.0,36,0,0.0,725,0,0,0.57,24910.0,5.25,4.3,0.6,0.00649798533431131,0.006573932471975709,Stage 1,12,0.006573932471975685,0.006573932471975709,107.01579470585327
UKSME-102707,2023-12-04,Construction,North West,8.0,1037421.0,7,0.0722,6.48,2.21,62519.0,24,0,0.0,763,0,0,0.63,57317.0,5.25,4.3,0.6,0.19632198735235215,0.19861655901308947,Stage 2,24,0.3577845805119789,0.3577845805119789,14812.203820416435
UKSME-102708,2022-03-13,Technology,South East,8.7,2485348.0,24,0.1038,2.63,5.43,86243.0,60,0,0.0,790,0,0,0.716,80501.0,5.25,4.3,0.6,0.1270503887085032,0.12853532794199296,Stage 1,12,0.12853532794199296,0.12853532794199296,8493.972813276452
UKSME-102709,2022-07-20,Transport,South East,5.7,309743.0,1,0.1431,0.07,44.32,49541.0,48,0,0.0,493,0,0,0.654,46943.0,5.25,4.3,0.6,0.0021292272094948664,0.0021541131862520655,Stage 1,12,0.002154113186252027,0.0021541131862520655,75.82128969550091
UKSME-102710,2022-01-11,Manufacturing,London,8.6,8664356.0,100,0.0644,11.98,1.19,301081.0,60,0,0.0,533,0,1,0.95,231445.0,5.25,4.3,0.6,0.2838857924149375,0.2872037921099598,Stage 3,60,0.8159961530576575,0.8159961530576575,185515.24887241103
UKSME-102711,2021-04-14,Healthcare,South East,14.7,120703.0,1,0.1121,3.5,4.08,5000.0,24,1,0.871,706,65,1,0.371,3767.0,5.25,4.3,0.6,0.27189223681772257,0.2750700582619234,Stage 3,24,0.4744765795716289,0.4744765795716289,760.2533966559376
UKSME-102712,2021-08-26,Transport,South East,15.7,327929.0,3,0.0781,2.17,6.59,100975.0,24,1,0.615,623,0,0,0.122,95270.0,5.25,4.3,0.6,0.12450454529980931,0.12595972923071153,Stage 1,12,0.12595972923071153,0.12595972923071153,1678.5016532411005
UKSME-102713,2021-04-18,Transport,West Midlands,8.1,295328.0,3,0.1109,4.96,2.88,90112.0,72,0,0.0,621,0,0,0.749,79846.0,5.25,4.3,0.6,0.22825625624576576,0.23092406917915625,Stage 2,60,0.7309418827097992,0.7309418827097992,49043.712526177726
UKSME-102714,2022-06-09,Professional Services,West Midlands,10.9,8328739.0,70,0.0842,6.61,2.16,76591.0,36,1,0.44,749,35,1,0.212,68454.0,5.25,4.3,0.6,0.2473290643093932,0.2502197963638852,Stage 3,36,0.5784957976761813,0.5784957976761813,9625.18219456983
UKSME-102715,2021-12-25,Wholesale,South West,7.0,3069343.0,25,0.1478,1.08,13.19,26874.0,36,1,0.919,642,0,0,0.138,26155.0,5.25,4.3,0.6,0.05788172294265942,0.05855823280755044,Stage 1,12,0.05855823280755046,0.05855823280755044,242.32366665053482
UKSME-102716,2022-11-20,Technology,Yorkshire,13.6,2444610.0,19,0.1543,2.41,5.93,89837.0,72,1,0.765,775,0,1,0.298,88863.0,5.25,4.3,0.6,0.09939208502117282,0.10055375959805991,Stage 3,60,0.4113243742602172,0.4113243742602172,12488.08194087153
UKSME-102717,2021-07-04,Real Estate,South West,7.0,580914.0,3,0.1389,0.07,80.68,31846.0,36,0,0.0,621,0,0,0.752,30739.0,5.25,4.3,0.6,1.797389053796504e-05,0.001,Stage 1,12,0.0010000000000000009,0.001,26.502182151999996
UKSME-102718,2021-07-23,Hospitality,London,4.3,264917.0,1,0.1108,4.13,3.46,58814.0,36,0,0.0,672,0,0,0.55,47612.0,5.25,4.3,0.6,0.21291823259169784,0.21540677780840015,Stage 2,36,0.5170149853546762,0.5170149853546762,15522.308281657868
UKSME-102719,2021-05-18,Hospitality,East Midlands,1.1,322806.0,1,0.1893,3.06,4.68,180361.0,60,0,0.0,601,15,0,0.591,160096.0,5.25,4.3,0.6,0.26032359324171744,0.2633662027208161,Stage 2,60,0.7831006734540182,0.7831006734540182,81103.20751847338
UKSME-102720,2021-09-09,Real Estate,South East,5.9,4213512.0,25,-0.0615,1540.7,-2.4,34149.0,36,0,0.0,504,0,1,0.565,27580.0,5.25,4.3,0.6,0.7104664599567949,0.7187702481717918,Stage 3,36,0.9777574901870351,0.9777574901870351,15515.29631852314
UKSME-102721,2021-05-01,Healthcare,Scotland,5.1,1295958.0,16,0.0747,3.36,4.25,57242.0,48,0,0.0,727,35,0,0.822,48408.0,5.25,4.3,0.6,0.23380715690889659,0.23653984764596542,Stage 2,48,0.660260926128097,0.660260926128097,30121.63996742818
UKSME-102722,2024-04-02,Manufacturing,Yorkshire,12.1,1307686.0,15,-0.03,135.26,-4.14,101437.0,84,0,0.0,519,0,1,0.894,83388.0,5.25,4.3,0.6,0.4458716517179206,0.45108290935724904,Stage 3,60,0.9501650801421464,0.9501650801421464,71245.20240866207
UKSME-102723,2023-11-11,Wholesale,London,25.0,521580.0,6,0.1878,3.57,4.0,72115.0,24,1,0.835,851,15,1,0.386,63462.0,5.25,4.3,0.6,0.13122548968833223,0.13275922665720677,Stage 3,24,0.2478934410517939,0.2478934410517939,6962.098357407054
UKSME-102724,2023-06-07,Retail,North West,9.0,2100879.0,16,0.1068,5.94,2.4,30272.0,60,1,0.627,655,0,0,0.386,27003.0,5.25,4.3,0.6,0.19867795244057893,0.2010000601445177,Stage 2,60,0.6743630089572287,0.6743630089572287,8058.739547803092
UKSME-102725,2022-07-25,Hospitality,Yorkshire,7.4,205539.0,1,0.1887,0.05,38.78,131481.0,48,1,0.6,663,0,0,0.312,116117.0,5.25,4.3,0.6,0.002863415061041783,0.0028968820768386573,Stage 1,12,0.0028968820768386916,0.0028968820768386573,120.32483553084029
UKSME-102726,2023-09-24,Professional Services,East Midlands,8.1,4847117.0,33,0.0854,0.84,17.03,29313.0,36,1,0.871,750,0,0,0.446,22428.0,5.25,4.3,0.6,0.02847615025522523,0.028808973737015207,Stage 1,12,0.028808973737015187,0.028808973737015207,330.39027305734817
UKSME-102727,2023-01-24,Professional Services,North West,2.3,2186232.0,25,0.0081,26.86,0.53,126583.0,84,1,0.605,639,0,1,0.372,107182.0,5.25,4.3,0.6,0.23607879945533938,0.23883804069080472,Stage 3,60,0.7445032519506742,0.7445032519506742,33082.113554991665
UKSME-102728,2023-02-03,Technology,East Midlands,10.9,2352469.0,16,0.12,4.52,3.16,145957.0,72,0,0.0,683,15,0,0.656,121425.0,5.25,4.3,0.6,0.2231626816667794,0.2257709619312192,Stage 2,60,0.7218063073490872,0.7218063073490872,64804.3723115233
UKSME-102729,2024-04-17,Professional Services,West Midlands,9.3,652841.0,6,0.0261,0.38,17.07,33557.0,120,0,0.0,755,0,0,0.729,28816.0,5.25,4.3,0.6,0.03491754855559051,0.035325657797243,Stage 1,12,0.03532565779724295,0.035325657797243,850.7961979041063
UKSME-102730,2022-07-09,Real Estate,London,8.4,271890.0,2,0.2031,0.65,21.91,58372.0,36,1,0.556,606,35,0,0.131,50638.0,5.25,4.3,0.6,0.03658300941798813,0.03701058422918004,Stage 2,36,0.10697309913444963,0.10697309913444963,813.5729061720845
UKSME-102731,2024-01-20,Technology,West Midlands,2.0,291226.0,2,0.0738,5.9,2.42,75776.0,48,1,0.71,604,0,0,0.261,74782.0,5.25,4.3,0.6,0.19736307270862596,0.19966981236433487,Stage 2,48,0.5897233569552722,0.5897233569552722,13196.5367455458
UKSME-102732,2022-08-17,Wholesale,London,8.5,658964.0,7,0.0701,6.0,2.38,13070.0,72,0,0.0,713,0,0,0.624,10403.0,5.25,4.3,0.6,0.2054092964652473,0.20781007875600124,Stage 2,60,0.6880057690294529,0.6880057690294529,5120.464117667909
UKSME-102733,2023-04-20,Hospitality,East Midlands,16.5,1154086.0,9,0.0807,4.13,3.46,60267.0,48,1,0.91,717,0,0,0.064,59301.0,5.25,4.3,0.6,0.15495832614476968,0.15676944770360418,Stage 2,48,0.49442529770216304,0.49442529770216304,2151.378052151343
UKSME-102734,2021-10-29,Transport,North East,12.9,572871.0,5,0.0784,5.42,2.64,110782.0,60,1,0.635,699,0,1,0.175,99629.0,5.25,4.3,0.6,0.17717414554725613,0.17924492110770543,Stage 3,60,0.6275500723230375,0.6275500723230375,12544.295124768492
UKSME-102735,2024-06-06,Technology,East of England,5.0,1672299.0,17,0.0542,5.93,2.41,60230.0,72,0,0.0,706,0,0,0.504,59862.0,5.25,4.3,0.6,0.19928095503111148,0.20161011050730568,Stage 2,60,0.6756042596326579,0.6756042596326579,23369.434170256056
UKSME-102736,2023-03-13,Transport,South East,1.4,1170086.0,12,0.1266,1.4,10.18,56833.0,72,0,0.0,729,0,0,0.796,45614.0,5.25,4.3,0.6,0.09661305569481576,0.0977422495392968,Stage 1,12,0.09774224953929678,0.0977422495392968,4068.81191987464
UKSME-102737,2023-09-03,Construction,East Midlands,3.9,915018.0,10,0.1594,1.36,10.51,98247.0,48,0,0.0,668,0,0,0.484,86097.0,5.25,4.3,0.6,0.09633402421609026,0.09745995679711238,Stage 1,12,0.09745995679711239,0.09745995679711238,4656.221739769713
UKSME-102738,2021-04-21,Real Estate,North East,5.7,3070584.0,18,0.0735,5.38,2.66,23226.0,72,1,0.514,593,0,0,0.212,21593.0,5.25,4.3,0.6,0.20099811862750097,0.203347343964327,Stage 2,60,0.6791182318522605,0.6791182318522605,3564.251118832626
UKSME-102739,2022-09-23,Technology,South East,5.0,108324.0,1,0.1409,5.84,2.45,22553.0,36,0,0.0,803,0,0,0.717,20099.0,5.25,4.3,0.6,0.1726853724875204,0.1747036841767892,Stage 2,36,0.4378791177898729,0.4378791177898729,7234.722861074746
UKSME-102740,2023-07-03,Retail,West Midlands,5.2,573769.0,5,0.0649,0.15,37.22,137301.0,120,1,0.749,647,0,0,0.184,108085.0,5.25,4.3,0.6,0.0036138022634602204,0.003656039653031679,Stage 1,12,0.0036560396530316286,0.003656039653031679,83.36201551044351
UKSME-102741,2021-10-09,Real Estate,South East,7.7,241053.0,1,-0.0933,94.01,-3.42,120350.0,24,0,0.0,647,0,1,0.666,99159.0,5.25,4.3,0.6,0.3855943323946676,0.3901010809233781,Stage 3,24,0.6280233085091681,0.6280233085091681,47550.620557463815
UKSME-102742,2024-06-13,Professional Services,West Midlands,5.4,1278735.0,7,0.0512,4.86,2.94,37337.0,84,1,0.717,718,0,0,0.341,31211.0,5.25,4.3,0.6,0.1575008395376739,0.1593416774785453,Stage 2,60,0.5801466872294658,0.5801466872294658,7079.033025067377
UKSME-102743,2024-06-04,Transport,West Midlands,13.6,388054.0,3,0.0543,7.81,1.83,218121.0,36,1,0.764,683,15,1,0.243,199856.0,5.25,4.3,0.6,0.2367294198749412,0.2394962654302122,Stage 3,36,0.5601505500630315,0.5601505500630315,31189.060330960296
UKSME-102744,2022-09-20,Real Estate,East of England,1.8,2145466.0,14,0.0158,34.05,0.42,55266.0,84,1,0.424,853,0,0,0.308,52254.0,5.25,4.3,0.6,0.1951078869457974,0.19738826844666654,Stage 2,60,0.666936135331059,0.666936135331059,12306.330237762475
UKSME-102745,2022-01-12,Hospitality,London,21.0,15111067.0,104,0.1025,3.48,4.11,244138.0,24,1,0.796,781,0,0,0.215,222977.0,5.25,4.3,0.6,0.13428644168790954,0.13585595444434528,Stage 1,12,0.13585595444434528,0.13585595444434528,7467.087920611831
UKSME-102746,2023-06-26,Hospitality,North East,5.4,683130.0,3,0.0846,5.12,2.79,39300.0,24,1,0.822,697,0,0,0.46,32717.0,5.25,4.3,0.6,0.1849572694910488,0.18711901262917127,Stage 2,24,0.3392245003710266,0.3392245003710266,5853.189383854357
UKSME-102747,2021-06-19,Wholesale,South West,8.0,2832785.0,15,0.1302,1.94,7.37,116592.0,48,1,0.838,563,0,0,0.19,105516.0,5.25,4.3,0.6,0.12772201164839503,0.1292148006748976,Stage 1,12,0.12921480067489766,0.1292148006748976,2970.012254176902
UKSME-102748,2021-11-28,Retail,West Midlands,14.9,224112.0,1,0.192,1.3,11.02,43603.0,60,1,0.834,632,15,0,0.267,33043.0,5.25,4.3,0.6,0.09395681636240752,0.09505496461908418,Stage 1,12,0.09505496461908414,0.09505496461908418,961.4785400360975
UKSME-102749,2021-03-22,Construction,North West,15.0,350596.0,4,0.0758,3.42,4.17,12604.0,48,1,0.452,688,0,0,0.342,11166.0,5.25,4.3,0.6,0.14420397312143252,0.14588939997836578,Stage 1,12,0.1458893999783658,0.14588939997836578,638.7361948492418
UKSME-102750,2023-11-11,Manufacturing,Scotland,8.9,605216.0,4,0.1401,3.02,4.73,61702.0,48,1,0.689,732,0,1,0.337,54319.0,5.25,4.3,0.6,0.12574272250028082,0.12721237799574636,Stage 3,48,0.41972439426804553,0.41972439426804553,8808.86465065936
